Fuel type,license type,driving license,Gear type,Glass,Motor power,Payment method,Previous owners,Number Of Passengers,magnesium_rims,sunroof,Name,Model,Price,scaled_motor_power,normalized_price,brand,type,Alfa Romeo,Audi,BMW,Bus,Cadillac,Chevrolet,Citroen,DAF,Dacia,Daewoo,Daihatsu,Dodge,Fiat,Ford,GMC,Honda,Hyundai,Isuzu,Iveco,Jaguar,Jeep,Kia,Land Rover,Mazda,Mercedes,Mitsubishi,Motorcycle,Nissan,Opel,Peugeot,Renault,Rover,Seat,Skoda,SsangYong,Subaru,Suzuki,Toyota,Truck,Volkswagen,Volvo
2,5,1,1,1,1600.0,1,1,5,20,0,سكودا رابيد,2015,68000.0,0.45833333333333337,0.4403808044032155,Skoda,رابيد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,3,1,1400.0,0,1,5,0,0,كيا K3,2018,82000.0,0.375,0.5325533777956272,Kia,K3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,3,1,1600.0,1,5,5,20,20,كيا برايد,2015,60000.0,0.45833333333333337,0.3877107624646946,Kia,برايد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,3,1,2000.0,0,0,7,20,20,سكودا اوكتافيا,2002,42000.0,0.625,0.2692031681030226,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,1,1,1400.0,1,0,5,20,20,هونداي اكسنت,2017,66000.0,0.375,0.42721329391858526,Hyundai,اكسنت,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,3,1,1600.0,1,0,7,20,20,فورد فيستا,2014,45000.0,0.45833333333333337,0.28895443382996794,Ford,فيستا,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,1,1,1400.0,1,1,5,20,0,سكودا اوكتافيا,2013,68000.0,0.375,0.4403808044032155,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,1,1,1800.0,1,6,5,20,0,فولكسفاجن توران,2007,30000.0,0.5416666666666666,0.19019810519524127,Volkswagen,توران,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,5,1,3,1,1400.0,1,2,5,20,0,مرسيدس 518,2008,95000.0,0.375,0.6181421959457236,Mercedes,518,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1400.0,1,3,5,20,0,فولكسفاجن جولف,2008,66000.0,0.375,0.42721329391858526,Volkswagen,جولف,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,5,1,1,1,1600.0,0,2,5,20,0,هونداي اكسنت,2016,66000.0,0.45833333333333337,0.42721329391858526,Hyundai,اكسنت,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,3,1,2200.0,0,3,7,20,20,فولكسفاجن باسات,2016,120000.0,0.7083333333333334,0.7827360770036014,Volkswagen,باسات,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,5,1,1,1,1400.0,1,1,5,20,0,اوبل كورسا,2014,38000.0,0.375,0.24286814713376217,Opel,كورسا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,6,1,1,0,2500.0,1,5,7,0,0,كيا سول,2016,66000.0,0.8333333333333334,0.42721329391858526,Kia,سول,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1400.0,1,0,5,0,0,سيت ليون,2017,92000.0,0.375,0.5983909302187782,Seat,ليون,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,5,1,3,1,1600.0,0,2,5,0,0,اوبل كورسا,2008,32000.0,0.45833333333333337,0.2033656156798715,Opel,كورسا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,1,1,1600.0,1,2,7,0,0,سيت ليون,2015,150000.0,0.45833333333333337,0.9802487342730547,Seat,ليون,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,5,1,1,1,1600.0,1,2,5,20,0,مرسيدس غواصة S320,2002,83000.0,0.45833333333333337,0.5391371330379422,Mercedes,غواصة S320,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,3,1,1600.0,0,1,7,20,0,فولكسفاجن كرافيل,1998,45000.0,0.45833333333333337,0.28895443382996794,Volkswagen,كرافيل,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,5,1,3,1,2000.0,1,1,7,20,0,سكودا اوكتافيا,2011,70000.0,0.625,0.45354831488784575,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,1,1,1200.0,1,1,5,20,0,سكودا اوكتافيا,2015,113000.0,0.29166666666666663,0.7366497903073956,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,1,1,1600.0,1,4,5,20,0,سيت قرطبة,2005,35000.0,0.45833333333333337,0.22311688140681685,Seat,قرطبة,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,5,1,3,1,1400.0,1,2,5,0,0,تويوتا كورولا,2008,77000.0,0.375,0.49963460158405154,Toyota,كورولا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,5,1,1,1,1600.0,1,7,5,20,0,تويوتا كورولا,2000,37000.0,0.45833333333333337,0.23628439189144707,Toyota,كورولا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,5,1,3,1,1700.0,1,1,5,20,0,سكودا اوكتافيا,2010,58000.0,0.5,0.3745432519800644,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,2,1,1200.0,0,3,5,20,0,كيا سبورتاج,2017,104000.0,0.29166666666666663,0.6773959931265596,Kia,سبورتاج,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,1,1,1150.0,1,1,5,20,0,فورد فيستا,2014,60000.0,0.27083333333333337,0.3877107624646946,Ford,فيستا,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1600.0,1,3,5,20,0,فولكسفاجن بولو,2017,58000.0,0.45833333333333337,0.3745432519800644,Volkswagen,بولو,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,5,1,3,1,2000.0,0,1,5,20,0,فيات دوبلو,2016,80000.0,0.625,0.5193858673109969,Fiat,دوبلو,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,4,1,3,1,1400.0,0,8,5,20,0,مرسيدس ١٩٩٩,1999,42000.0,0.375,0.2692031681030226,Mercedes,١٩٩٩,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,1,1,1600.0,0,4,5,0,0,مرسيدس 416,2004,120000.0,0.45833333333333337,0.7827360770036014,Mercedes,416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3,1,3,1,1600.0,0,1,8,20,0,هونداي سانتافيه,2006,69000.0,0.45833333333333337,0.4469645596455306,Hyundai,سانتافيه,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,2000.0,0,1,5,20,20,بيجو 307,2002,20000.0,0.625,0.12436055277209015,Peugeot,307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,5,1,3,1,2000.0,1,0,5,20,0,سيت ارونا,2018,117000.0,0.625,0.7629848112766561,Seat,ارونا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,5,1,1,1,1600.0,0,3,5,20,0,هونداي افانتي,2006,37000.0,0.45833333333333337,0.23628439189144707,Hyundai,افانتي,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,0,1900.0,0,1,5,0,0,سكودا رابيد,2015,72000.0,0.5833333333333334,0.46671582537247597,Skoda,رابيد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,5,1,3,1,2000.0,0,1,5,20,20,سكودا اوكتافيا,2003,28000.0,0.625,0.17703059471061106,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,5,1,1,1,2000.0,1,1,7,20,0,هونداي كونا,2019,100000.0,0.625,0.6510609721572992,Hyundai,كونا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6,1,1,1,1600.0,0,1,8,0,0,سكودا فابيا,2003,35000.0,0.45833333333333337,0.22311688140681685,Skoda,فابيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,1,1,1500.0,1,4,5,0,0,سكودا اوكتافيا,2016,95000.0,0.41666666666666663,0.6181421959457236,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,3,1,1600.0,1,1,5,0,0,شفروليه افيو,2010,39500.0,0.45833333333333337,0.2527437799972348,Chevrolet,افيو,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,3,1,2200.0,0,1,7,20,0,مرسيدس E280,2008,83000.0,0.7083333333333334,0.5391371330379422,Mercedes,E280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,0,1400.0,1,1,5,20,0,كيا سبورتاج,2011,84000.0,0.375,0.5457208882802573,Kia,سبورتاج,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,3,1,2200.0,0,2,7,20,0,فولكسفاجن توران,2014,125000.0,0.7083333333333334,0.815654853215177,Volkswagen,توران,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,5,1,3,1,1400.0,1,1,5,0,0,اوبل كورسا,2013,38000.0,0.375,0.24286814713376217,Opel,كورسا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1600.0,1,2,5,20,0,بي ام دبليو 318,1997,47000.0,0.45833333333333337,0.30212194431459816,BMW,ام دبليو 318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,1,1,1600.0,0,1,7,20,0,هونداي اكسنت,2015,57000.0,0.45833333333333337,0.36795949673774925,Hyundai,اكسنت,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1600.0,1,4,5,20,0,كيا برايد,2007,42000.0,0.45833333333333337,0.2692031681030226,Kia,برايد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,1,1600.0,0,1,8,0,0,سكودا اوكتافيا,2011,85000.0,0.45833333333333337,0.5523046435225725,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,3,1,1400.0,1,1,5,20,0,فولكسفاجن كادي,2018,112000.0,0.375,0.7300660350650805,Volkswagen,كادي,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,5,1,3,1,1500.0,1,1,5,0,0,دراجة نارية 2016,2016,15000.0,0.41666666666666663,0.09144177656051458,Motorcycle,نارية 2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,1,1,1600.0,0,1,5,20,0,كيا سورينتو,2011,87000.0,0.45833333333333337,0.5654721540072026,Kia,سورينتو,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,1,1,1400.0,0,1,5,20,0,مرسيدس 410,1990,25000.0,0.375,0.15727932898366573,Mercedes,410,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1400.0,1,1,5,20,0,فولكسفاجن كرافتر,2009,35000.0,0.375,0.22311688140681685,Volkswagen,كرافتر,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,5,1,3,1,1000.0,1,1,5,20,0,فولكسفاجن جولف,2013,82000.0,0.20833333333333334,0.5325533777956272,Volkswagen,جولف,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,5,1,1,0,1000.0,0,1,5,20,0,هونداي i30,2015,63000.0,0.20833333333333334,0.40746202819163996,Hyundai,i30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,1,1,1600.0,1,1,5,20,0,فولكسفاجن كادي,2014,90000.0,0.45833333333333337,0.585223419734148,Volkswagen,كادي,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,5,1,1,1,1400.0,0,1,5,20,0,سكودا اوكتافيا,2016,85000.0,0.375,0.5523046435225725,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1,1,1,1,1900.0,0,1,5,0,0,فولكسفاجن توران,2013,70000.0,0.5833333333333334,0.45354831488784575,Volkswagen,توران,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,5,1,1,1,1600.0,0,1,5,20,0,سوبارو ليجاسي,1999,21000.0,0.45833333333333337,0.13094430801440526,Subaru,ليجاسي,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,5,1,1,1,1600.0,1,4,5,20,0,هونداي سانتافيه,2019,146000.0,0.45833333333333337,0.9539137133037943,Hyundai,سانتافيه,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1200.0,1,0,5,20,0,اوبل كورسا,2002,20000.0,0.29166666666666663,0.12436055277209015,Opel,كورسا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,1,1,1900.0,1,9,5,20,0,سكودا اوكتافيا,2014,76000.0,0.5833333333333334,0.4930508463417364,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,1,0,1200.0,1,4,5,20,0,اوبل استرا,2005,45000.0,0.29166666666666663,0.28895443382996794,Opel,استرا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1400.0,1,1,5,20,20,كيا برايد,2015,56000.0,0.375,0.36137574149543417,Kia,برايد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,1,1,1250.0,1,1,5,0,20,سيت ابيزا,2014,48000.0,0.3125,0.30870569955691324,Seat,ابيزا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,5,1,1,1,1600.0,0,1,7,0,0,كيا سبورتاج,2015,115000.0,0.45833333333333337,0.7498173007920258,Kia,سبورتاج,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1600.0,1,1,5,20,0,سكودا يتي,2012,65000.0,0.45833333333333337,0.4206295386762702,Skoda,يتي,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,5,1,1,1,1600.0,1,1,7,20,0,رينو كليو,2012,40000.0,0.45833333333333337,0.25603565761839236,Renault,كليو,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,5,1,2,1,1400.0,1,1,5,20,0,كيا سيراتو,2008,45000.0,0.375,0.28895443382996794,Kia,سيراتو,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1400.0,0,2,5,0,0,هونداي توسان,2012,81000.0,0.375,0.525969622553312,Hyundai,توسان,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,1,1,2000.0,0,3,5,20,20,هونداي جيتس,2006,32000.0,0.625,0.2033656156798715,Hyundai,جيتس,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,3,1,2000.0,1,1,7,0,20,اوبل استرا,1998,28000.0,0.625,0.17703059471061106,Opel,استرا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,1,1,2000.0,1,0,7,0,0,جي ام سي  سفانا,2002,30000.0,0.625,0.19019810519524127,GMC,ام سي  سفانا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,2,1,1,2000.0,1,0,5,0,0,كيا ماجنتيس,2008,48000.0,0.625,0.30870569955691324,Kia,ماجنتيس,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,1,1,1600.0,1,1,5,0,0,سكودا سوبيرب,2015,130000.0,0.45833333333333337,0.8485736294267525,Skoda,سوبيرب,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5,1,1,0,1600.0,1,4,5,0,0,فولكسفاجن باسات,1999,35500.0,0.45833333333333337,0.2264087590279744,Volkswagen,باسات,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,5,1,3,1,2000.0,0,1,5,0,0,فولكسفاجن بورا,2001,25000.0,0.625,0.15727932898366573,Volkswagen,بورا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,5,1,3,1,2000.0,1,1,5,20,0,هونداي توسان,2019,144999.0,0.625,0.9473233743062368,Hyundai,توسان,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,2000.0,0,1,5,20,20,فولكسفاجن باسات,2008,65000.0,0.625,0.4206295386762702,Volkswagen,باسات,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,5,1,1,1,1600.0,1,3,5,20,0,سكودا فابيا,2011,39000.0,0.45833333333333337,0.24945190237607726,Skoda,فابيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,5,1,3,1,2000.0,0,2,5,20,20,فولكسفاجن كادي,2016,100000.0,0.625,0.6510609721572992,Volkswagen,كادي,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,5,1,3,1,1600.0,0,1,7,20,20,مرسيدس 416,2002,65000.0,0.45833333333333337,0.4206295386762702,Mercedes,416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6,2,2,1,1600.0,0,5,3,0,20,دايو لانوس,1997,23000.0,0.45833333333333337,0.14411181849903548,Daewoo,لانوس,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1600.0,0,1,5,20,20,سكودا اوكتافيا,2010,75000.0,0.45833333333333337,0.48646709109942127,Skoda,اوكتافيا,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1,1,1,1,2000.0,1,1,5,20,0,كيا سورينتو,2019,15000.0,0.625,0.09144177656051458,Kia,سورينتو,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,1,0,1100.0,1,5,5,0,0,هونداي اكسنت,2008,49000.0,0.25,0.3152894547992284,Hyundai,اكسنت,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,1,3,1,1600.0,1,1,5,20,0,هونداي سانتافيه,2007,55000.0,0.45833333333333337,0.35479198625311903,Hyundai,سانتافيه,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,1,1,1400.0,1,1,5,20,20,بي ام دبليو 320,2007,73000.0,0.375,0.47329958061479105,BMW,ام دبليو 320,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5,1,1,1,1900.0,1,0,7,0,0,سيت ليون,2017,12345.0,0.5833333333333334,0.07396190639216796,Seat,ليون,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
