لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,وسيلة الدفع,معروضة,أصحاب سابقون,عدد الركاب,الدفع,air_conditioner,central_closing,alarm_devise,CD_recorder,leather_upholstery,air_cushion,magnesium_rims,sunroof,التكميلي (جسم المركبة),طرف ثالث,المجموع,name_car,model_car,price_car
أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,,نقدا فقط,للبيع أو التبديل,3,5+1,دفع رباعي 4x4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1050.0,2390.0,اوبل كورسا,موديل سنة 1999,2200.0
فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1500,40000,إمكانية التقسيط,للبيع فقط,يد اولى,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1873.0,3213.0,كيا فورتي,موديل سنة 2008,50000.0
بيج,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,,نقدا فقط,للبيع فقط,٦,4+1,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,670.0,500.0,1170.0,سكودا اوكتافيا,موديل سنة 2013,70000.0
بنفسجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,98000,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,517.0,500.0,1017.0,سيت قرطبة,موديل سنة 2005,41000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,50000,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1340.0,1243.0,2583.0,اوبل اسكونا,موديل سنة 1982,11000.0
سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,165000,إمكانية التقسيط,للبيع فقط,يد اولى,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,كيا ريو,موديل سنة 2010,40000.0
أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1340.0,1000.0,2340.0,فيات بونتو,موديل سنة 2010,37000.0
أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,نقدا فقط,للبيع فقط,يد رابعة,4+1,دفع أمامي,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1035.0,1000.0,2035.0,فيات بونتو,موديل سنة 2007,37000.0
رصاصي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1500,000,إمكانية التقسيط,للبيع أو التبديل,0,4+1,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1035.0,1243.0,2278.0,,,
كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,يد تانية,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1698.0,3038.0,بيجو بارتنر,موديل سنة 2012,60000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,5251.0,6941.0,هونداي توسان,موديل سنة 2018,118000.0
رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,00000,إمكانية التقسيط,للبيع فقط,يد أولى 1,4+1,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,467.0,1925.0,2392.0,سكودا فابيا,موديل سنة 2011,52000.0
سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,1234,نقدا فقط,للبيع أو التبديل,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,2100.0,3135.0,كيا فورتي,موديل سنة 2011,47000.0
أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع أو التبديل,8,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,باص 1999,موديل سنة 1999,45000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,000000,نقدا فقط,للبيع فقط,12,4+1,دفع أمامي,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,517.0,500.0,1017.0,,,
فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,000000000000,نقدا فقط,للبيع فقط,٣,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,كيا سبورتاج,موديل سنة 2013,78000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,000000,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1120.0,2460.0,كيا برايد,موديل سنة 2015,56500.0
أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200000,نقدا فقط,للبيع فقط,يد أولى,4+1,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1035.0,1000.0,2035.0,,,
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,٧٥٠٠٠,إمكانية التقسيط,للبيع فقط,2,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,فولكسفاجن جولف,موديل سنة 2011,85000.0
بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,٥٠٠٠٠,نقدا فقط,للبيع فقط,صفر,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,2328.0,3668.0,ميتسوبيشي L200,موديل سنة 2009,88000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,80000,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1751.0,3090.0,سيت ليون,موديل سنة 2015,58000.0
أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,,نقدا فقط,للبيع فقط,يد ثانية,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1340.0,1366.0,2705.0,سكودا 2006,موديل سنة 2006,45000.0
أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,380,,إمكانية التقسيط,للبيع فقط,3,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1340.0,1926.0,3265.0,هونداي اكسنت,موديل سنة 2008,37000.0
كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,122000,إمكانية التقسيط,للبيع أو التبديل,,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,فولكسفاجن كادي,موديل سنة 2000,29000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,٥,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,سكودا فابيا,موديل سنة 2013,39000.0
أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,١٥٠٠٠٠,نقدا فقط,للبيع أو التبديل,تانيه,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1488.0,2828.0,بي ام دبليو 520,موديل سنة 2014,155000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,٢,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,هوندا CR-V,موديل سنة 2007,63000.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,123000,إمكانية التقسيط,للبيع فقط,2,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1340.0,2100.0,3440.0,اوبل زافيرا,موديل سنة 2004,35000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,٦٠٠٠٠,نقدا فقط,للبيع فقط,٢,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1173.0,2208.0,هونداي كونا,موديل سنة 2018,102000.0
بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,115,إمكانية التقسيط,للبيع أو التبديل,3,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,845.0,656.0,1501.0,مرسيدس E270,موديل سنة 2003,67000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,34000,نقدا فقط,للبيع فقط,,5+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,اودي 80,موديل سنة 1990,10000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,95000,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,فورد F350,موديل سنة 2016,119000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,74000,نقدا فقط,للبيع أو التبديل,يد ثانية,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1690.0,2275.0,3965.0,مرسيدس 410,موديل سنة 1994,25000.0
رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,110000,إمكانية التقسيط,للبيع فقط,يد اولى,6+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,فولكسفاجن توران,موديل سنة 2010,40000.0
أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1690.0,1000.0,2690.0,سيت ابيزا,موديل سنة 2012,40000.0
سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,1,نقدا فقط,للبيع فقط,1,4+1,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1340.0,1155.0,2495.0,اوبل كاديت,موديل سنة 1983,6000.0
رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,77,إمكانية التقسيط,للبيع فقط,يد اولى,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,هونداي سانتافيه,موديل سنة 2019,175000.0
سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,١٢٣٤٥٦٧٨٩,نقدا فقط,للبيع فقط,٢,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,دايو لانوس,موديل سنة 2002,21000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,132000,نقدا فقط,للبيع فقط,3,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,,,
أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,185,إمكانية التقسيط,للبيع فقط,3,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,هوندا سيفيك,موديل سنة 2008,53000.0
أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,,نقدا فقط,للبيع فقط,٤,6+1,دفع خلفي,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,1663.0,3353.0,اوبل كورسا,موديل سنة 2013,36000.0
فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,نقدا فقط,للبيع فقط,,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,1401.0,2740.0,اوبل كورسا,موديل سنة 2015,65000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,00,نقدا فقط,للبيع فقط,00,4+1,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1340.0,1646.0,2985.0,فولكسفاجن باسات,موديل سنة 2005,35000.0
أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,300000,إمكانية التقسيط,للبيع فقط,2,5+1,دفع خلفي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1261.0,2600.0,مرسيدس 1983,موديل سنة 1983,45000.0
أبيض,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع أو التبديل,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1313.0,2653.0,بيجو 107,موديل سنة 2011,35000.0
أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,350000,إمكانية التقسيط,للبيع أو التبديل,,6+1,دفع رباعي 4x4,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1340.0,1000.0,2340.0,فولكسفاجن بولو,موديل سنة 2014,60000.0
عدة الوان,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,85600,إمكانية التقسيط,للبيع أو التبديل,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1803.0,3143.0,مرسيدس سبرنتر,موديل سنة 2008,93200.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200000,إمكانية التقسيط,للبيع أو التبديل,5,4+1,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,670.0,500.0,1170.0,سكودا رابيد,موديل سنة 2014,74000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,180000,نقدا فقط,للبيع فقط,2,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,845.0,500.0,1345.0,باص ٢١٢,موديل سنة 1999,23000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,إمكانية التقسيط,للبيع أو التبديل,3,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,467.0,500.0,967.0,هونداي توسان,موديل سنة 2008,61000.0
أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,150,إمكانية التقسيط,للبيع أو التبديل,7,4+1,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1340.0,2135.0,3475.0,كيا ريو,موديل سنة 2016,80000.0
رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3200,١٥٠٠٠٠,نقدا فقط,للبيع فقط,٢,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,517.0,1137.0,1655.0,فولكسفاجن جولف,موديل سنة 2011,68000.0
رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,"١٩٠,٠٠٠",إمكانية التقسيط,للبيع فقط,يد ثالثه,٤+١,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,517.0,500.0,1017.0,مرسيدس C220,موديل سنة 2007,85000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,صفر,5+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,سكودا فابيا,موديل سنة 2004,32000.0
أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,٠ ٢٠٠٠,إمكانية التقسيط,للبيع أو التبديل,يد ثانية,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1050.0,2390.0,بي ام دبليو  x1,موديل سنة 2013,130000.0
فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,2,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,670.0,500.0,1170.0,فولكسفاجن جيتا,موديل سنة 2008,62000.0
فضي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,1226.0,2565.0,سوبارو امبريزا,موديل سنة 1998,26500.0
أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,,4+1,دفع أمامي,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,845.0,500.0,1345.0,مرسيدس 220,موديل سنة 1999,28000.0
ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,,,
سكني,ديزل,عمومي,فلسطينية,عادي,الكتروني,2200,,نقدا فقط,للبيع أو التبديل,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,كيا سبورتاج,موديل سنة 2018,110000.0
أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,,نقدا فقط,للبيع فقط,,4+1,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1340.0,1000.0,2340.0,فولكسفاجن جولف,موديل سنة 2008,53000.0
أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,١٨٠٠٠٠,نقدا فقط,للبيع فقط,١,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1050.0,2390.0,اوبل كورسا,موديل سنة 2009,38500.0
أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,نقدا فقط,للبيع فقط,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1690.0,1313.0,3003.0,ميتسوبيشي لانسر,موديل سنة 1990,4500.0
سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,,إمكانية التقسيط,للبيع فقط,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,500.0,967.0,فولكسفاجن جولف,موديل سنة 1997,27000.0
أزرق سماوي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,......,نقدا فقط,للبيع فقط,5,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,935.0,1926.0,2860.0,سكودا سوبيرب,موديل سنة 2014,105000.0
أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1700,٢٨٠ الف كيلو,إمكانية التقسيط,للبيع أو التبديل,يد ثانيه,4+1,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1340.0,1000.0,2340.0,فولكسفاجن باسات,موديل سنة 2010,83000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,نقدا فقط,للبيع فقط,,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1340.0,10501.0,11841.0,مرسيدس E200,موديل سنة 2017,240000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,53000,نقدا فقط,للبيع فقط,يد ثانية,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,كيا برايد,موديل سنة 2014,51000.0
أخضر,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2200,,نقدا فقط,للبيع فقط,,4+1,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1340.0,1138.0,2478.0,بي ام دبليو 320,موديل سنة 2013,119000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1500,,إمكانية التقسيط,للبيع فقط,5,4+1,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,بيجو بارتنر,موديل سنة 2017,65000.0
أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1400,75000,إمكانية التقسيط,للبيع فقط,3,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,1000.0,2340.0,سيت ابيزا,موديل سنة 2012,46000.0
أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع فقط,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,فولكسفاجن توران,موديل سنة 2008,55000.0
رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,130000كم,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,بيجو بارتنر,موديل سنة 2005,38000.0
فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2700,300000,إمكانية التقسيط,للبيع فقط,5,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1690.0,1000.0,2690.0,,,
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,380,00000,إمكانية التقسيط,للبيع أو التبديل,2,1+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1035.0,1000.0,2035.0,سكودا اوكتافيا,موديل سنة 2016,93000.0
أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,90000,نقدا فقط,للبيع فقط,0,4+1,دفع أمامي,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1690.0,1523.0,3213.0,سكودا رومستر,موديل سنة 2014,75000.0
فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,,4+1,دفع أمامي,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1340.0,1226.0,2565.0,فولكسفاجن تيجوان,موديل سنة 2010,115000.0
فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,195000,نقدا فقط,للبيع فقط,يد ثانية,4+1,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1035.0,1000.0,2035.0,هونداي توسان,موديل سنة 2014,94000.0
سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,42 الف,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1690.0,3081.0,4770.0,فولكسفاجن بولو,موديل سنة 2014,63000.0
أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,15000,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,517.0,500.0,1017.0,هونداي توسان,موديل سنة 2016,135000.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,٢,4+1,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1035.0,1000.0,2035.0,هونداي i40,موديل سنة 2011,94000.0
